,ZaggSC,TANGO
MECR,-1.03,3.44
MED1,-1.89,3.55
MED10,1,3.2
MED11,2.21,—
MED12,0.05,1.91
MED12L,1.58,2.08
MED13,1.16,2.38
MED13L,1.12,1.95
MED14,0.5,2.86
MED14OS,-0.84,3.35
MED15,0.37,3.42
MED16,0.21,3.53
MED17,-0.72,3.37
MED18,-0.92,3.38
MED19,—,3.53
MED20,-2.99,4.27
MED21,2.65,2.88
MED22,0.13,3.52
MED23,-1.05,3.38
MED24,2.29,3.16
MED25,0.16,3.44
MED26,1.24,3.47
MED27,1.11,3.35
MED28,1.34,3.41
MED29,1.12,3.35
MED30,-2.91,3.98
MED31,-0.13,3.4
MED4,-0.42,3.22
MED6,1.09,3.41
MED7,—,3.33
MED8,0.97,3.5
MED9,1.75,3.34
MEDAG,0.03,0.06
MEF2A,-0.71,3
MEF2B,-1.89,3.98
MEF2C,0.87,2.54
MEF2D,0.4,3.08
MEFV,0.24,3.2
MEGF10,-0.02,3.47
MEGF11,1.2,3.64
MEGF6,1.18,3.16
MEGF8,0.1,3.55
MEGF9,1.35,2.06
MEI1,0.64,3.3
MEI4,4.42,0.28
MEIG1,0.12,2.64
MEIKIN,-0.8,2.61
MEIOB,0.5,2.36
MEIOC,-0.03,2.9
MEIS1,-0.33,2.95
MEIS2,-0.22,3.13
MEIS3,-1.14,3.51
MEIS3P1,3.87,2.01
MEIS3P2,0.12,3.12
MELK,2.34,2.67
MELTF,0.51,3.39
MEMO1,0.97,1.65
MEN1,0.94,1.65
MENT,—,1.65
MEOX1,0.53,3.71
MEOX2,1.23,2.4
MEP1A,2.1,2.12
MEP1B,0.96,1.53
MEPCE,0.99,3.02
MEPE,—,2.77
MERTK,-0.46,2.1
MESD,0.23,2.22
MESP1,-0.61,2.58
MESP2,-2.85,4.11
MEST,-2.67,4.09
MET,0.8,3.27
METAP1,-1.07,2.85
METAP1D,-1.29,3.1
METAP2,2.39,2.42
METRN,1.15,2.89
METRNL,0.32,3.27
METTL1,-0.06,2.76
METTL11B,0.9,3.19
METTL14,-3.41,3.89
METTL15,-3.92,4.11
METTL15P1,3.64,2.4
METTL16,-3.58,3.89
METTL17,-0.16,2.85
METTL18,3.2,1.26
METTL21A,-0.94,0.46
METTL21C,-1.18,3.21
METTL21EP,-3.09,3.98
METTL22,-1.46,3.93
METTL23,-0.01,2.93
METTL24,-0.81,3.84
METTL25,-2.76,3.96
METTL26,0.74,3.01
METTL27,—,3.98
METTL2A,-2.08,3.97
METTL2B,-2.18,3.98
METTL3,-3.3,4.1
METTL4,0.77,3.49
METTL5,-1.09,3.06
METTL6,0.03,1.09
METTL7A,0.11,2.96
METTL7B,2.01,3.03
METTL8,0.28,3.21
METTL9,-1.49,2.79
MEX3A,0.33,3.25
MEX3B,0.7,2.83
MEX3C,—,1.39
MEX3D,—,1.39
MFAP1,-2.05,3.95
MFAP2,-1.52,4.01
MFAP3,1.59,3.16
MFAP3L,-2.72,3.98
MFAP4,0.83,3.39
MFAP5,1.52,3.26
MFF,0.57,3.03
MFGE8,0.67,3.46
MFHAS1,1.04,3.41
MFN1,0.28,3.3
MFN2,1.07,3.55
MFNG,-1.13,3.31
MFRP,1.73,0.46
MFSD1,-0.81,2.25
MFSD10,0.84,—
MFSD11,0.96,3.3
MFSD12,0.29,3
MFSD13A,-2.34,3.91
MFSD14A,-3.23,3.88
MFSD14B,0.04,3.02
MFSD14C,0.19,1.02
MFSD2A,-3.08,3.97
MFSD2B,3.09,—
MFSD3,-0.26,3.57
MFSD4A,0.32,3.43
MFSD4B,-0.31,3.95
MFSD5,-0.31,3.38
MFSD6,-0.63,3.48
MFSD6L,-0.89,3.85
MFSD8,-0.04,3.83
MFSD9,-0.41,3.87
MGA,-0.35,3.11
MGAM,1.53,2.58
MGAM2,-0.28,2.74
MGARP,0.41,1.13
MGAT1,-0.57,3.3
MGAT2,2.21,3.25
MGAT3,—,2.88
MGAT4A,-1.48,4.24
MGAT4B,-0.21,2.14
MGAT4C,-0.27,3.03
MGAT4D,0.36,2.06
MGAT5,0.24,2.83
MGAT5B,0.97,2.06
MGLL,-0.04,3.37
MGME1,-0.28,3.61
MGMT,-0.8,3.43
MGP,3.09,1.79
MGRN1,1.61,3.08
MGST1,1.11,2.81
MGST2,0.08,4.27
MGST3,-1.38,4.23
MIA,2.11,1.63
MIA2,-1.04,3.17
MIA3,-0.21,3
MIB1,0.55,3.9
MIB2,-0.24,3.71
MICA,-1.93,3.93
MICAL1,-0.44,1.86
MICAL2,0.6,2.63
MICAL3,0.52,2.07
MICALCL,-0.87,3.19
MICALL1,1.32,3.36
MICALL2,0.5,3.52
MICB,-1.44,3.86
MICOS10,-0.72,3.49
MICOS13,1.22,2.47
MICU1,1.71,2.38
MICU2,-0.24,2.81
MICU3,0.74,1.38
MID1,-0.14,2.92
MID1IP1,-0.69,3.51
MID2,-2.47,4.24
MIDN,-0.27,2.57
MIEF1,0.79,1.97
MIEF2,0.15,2.14
MIEN1,0.91,2.54
MIER1,1.27,2.75
MIER2,1.88,-0.01
MIER3,-0.87,3.19
MIF,0.85,2.77
MIF4GD,3.09,2.6
MIGA1,0.4,2.75
MIGA2,0.94,2.77
MIIP,0.49,2.8
MILR1,0.35,3.44
MINAR1,1.02,3.23
MINAR2,0.31,3.04
MINDY1,0.03,3.42
MINDY2,2.84,2.13
MINDY3,2.27,2.18
MINDY4,0.16,3.48
MINDY4B,-0.56,3.53
MINK1,-0.17,4.08
MINPP1,0.4,3.27
MIOS,1.03,2.93
MIOX,1,2.83
MIP,2.48,1.9
MIPEP,0.67,2.93
MIPOL1,0.28,2.84
MIR1-1HG,—,2.47
MIR1-1HG-AS1,0.07,3.25
MIR17HG,0.19,3.23
MIR1915HG,-0.84,2.84
MIR22HG,-0.45,2.62
MIR7-3HG,-0.06,1.76
MIR9-1HG,-1.78,3.58
MIS12,1.24,2.92
MIS18A,4.49,2.06
MIS18BP1,3.67,2.47
MISP,3.43,-0.07
MISP3,2.25,1.06
MITD1,-0.46,2.8
MITF,1.52,3.09
MIXL1,3.26,3.1
MKI67,-1.12,3.51
MKKS,-1.91,3.35
MKLN1,-0.28,2.95
MKNK1,0.29,3
MKNK2,-1.72,2.83
MKRN1,-0.02,3.2
MKRN2,-0.08,3.2
MKRN2OS,-0.07,3.24
MKRN3,-2.14,3.59
MKRN4P,-1.26,3.37
MKRN9P,—,3.54
MKS1,0.13,3.08
MKX,-1.01,2.26
MLANA,1.77,2.3
MLC1,0.33,3.04
MLEC,-1,2.93
MLF1,-0.65,3.93
MLF2,0.16,2.92
MLH1,1.01,3.01
MLH3,0.23,2.99
MLIP,-0.09,3
MLKL,-3.43,3.98
MLLT1,0.13,3.69
MLLT10,-0.95,3.63
MLLT11,0.38,3.49
MLLT3,-0.16,3.8
MLLT6,-0.39,3.77
MLN,-3,3.82
MLNR,-1.39,3.36
MLPH,0.96,1.65
MLST8,0.65,3.06
MLX,-0.79,3.11
MLXIP,-0.29,3.44
MLXIPL,-1.29,2.82
MLYCD,1.41,2.37
MMAA,-3.57,4.11
MMAB,0.72,3.26
MMACHC,-2.01,2.6
MMADHC,-1.58,3.44
MMD,-0.7,3.33
MMD2,-0.71,3.31
MME,0.69,3.63
MMEL1,0.24,3.56
MMP1,-3.01,4.1
MMP10,0.46,3.6
MMP11,-1.83,3.1
MMP12,0.57,1.73
MMP13,-0.2,3.05
MMP14,-1.34,3.2
MMP15,-1.33,3.46
MMP16,-3.28,4
MMP17,-3.21,4.15
MMP19,-3.36,4.05
MMP2,-1.46,3.38
MMP20,-2.58,4.05
MMP21,-2.76,3.91
MMP23B,-3.72,4.14
MMP24,—,3.69
MMP24OS,-1.07,3.43
MMP25,-3.42,4.05
MMP26,-1.52,4.1
MMP27,-3.28,4.1
MMP28,-2.67,3.95
MMP3,-0.55,3.86
MMP7,1.34,3.53
MMP8,-0.8,3.36
MMP9,-1.27,3.58
MMRN1,-1.23,3.81
MMRN2,-0.64,2.61
MMS19,-1.28,3.07
MMS22L,0.39,2.99
MMTAG2,-1.72,2.94
MMUT,-2.05,4.32
MN1,-1.01,2.94
MNAT1,-2.77,3.62
MND1,-2.26,3.36
MNDA,-3.45,3.55
MNS1,-2.82,3.5
MNT,-0.61,3.62
MNX1,-0.91,3.61
MOAP1,1.8,2.61
MOB1A,1.19,2.71
MOB1B,-1.21,3.21
MOB2,—,3.62
MOB3A,3.58,2.68
MOB3B,-0.96,3.18
MOB3C,1.11,3
MOB4,0.99,3.12
MOBP,0.84,3.22
MOCOS,3.05,1.28
MOCS1,2.75,1.46
MOCS2,-1.48,2.93
MOCS3,-0.46,3.13
MOG,0.49,3.42
MOGAT1,0.58,3.33
MOGAT2,0.58,3.17
MOGAT3,2.77,1.98
MOGS,—,3.59
MOK,0.3,3.35
MON1A,-0.37,3.37
MON1B,-1.93,3.19
MON2,-1.37,2.7
MORC1,—,2.48
MORC2,1.57,3.03
MORC3,-0.34,0.85
MORC4,2.69,3.07
MORF4L1,-0.92,3.51
MORF4L2,-0.74,3.49
MORN1,0.45,2.6
MORN2,0.77,2.96
MORN3,-1.62,2.12
MORN4,-0.51,3.5
MORN5,-0.93,3.49
MOS,1.61,3.02
MOSMO,1.78,0.96
MOSPD1,2.23,3.13
MOSPD2,1.57,1.19
MOSPD3,-0.95,2.08
MOV10,-0.78,3.6
MOV10L1,-0.88,3.36
MOXD1,-0.63,3.6
MOXD2P,-0.43,3.06
MPC1,-0.15,2.95
MPC1L,-0.43,2.95
MPC2,0.28,2.67
MPDU1,-2.67,3.88
MPDZ,0.09,2.85
MPEG1,-0.11,3.08
MPG,0.87,3.44
MPHOSPH10,-0.91,3.15
MPHOSPH6,-0.39,2.95
MPHOSPH8,1.29,2.12
MPHOSPH9,0.14,1.83
MPI,-1.14,2.99
MPIG6B,-0.39,2.56
MPL,-2.44,3.58
MPLKIP,0.04,2.85
MPND,1.78,2.33
MPO,0.78,3.82
MPP1,0.54,0.97
MPP2,0.03,3.08
MPP3,0.53,3.15
MPP4,0.38,3.18
MPP7,1.18,2.48
MPPE1,-2.6,4.03
MPPED1,-0.07,2.87
MPPED2,0.76,2.64
MPRIP,1.2,3.09
MPST,0.41,3.86
MPTX1,1.07,2.84
MPV17,-1.19,3.47
MPV17L,2.43,1.38
MPV17L2,3.59,1.63
MPZ,-2.05,3.86
MPZL1,3.06,0.05
MPZL2,1.13,1.21
MPZL3,0.26,3.22
MR1,0.28,3.05
MRAP,0.79,3.02
MRAP2,1.97,2.82
MRAS,1.73,3.08
MRC1,-0.05,3.02
MRC2,0.71,3.02
MRE11,0.18,3.04
MREG,-0.51,2.96
MRFAP1,0.11,3.59
MRFAP1L1,1.01,3.4
MRGBP,-0.31,3
MRGPRD,0.32,2.62
MRGPRE,—,2.81
MRGPRF,-0.48,2.9
MRGPRG,-0.63,3.78
MRGPRG-AS1,-2.2,3.27
MRGPRX1,-0.26,3.31
MRGPRX2,-0.55,3.45
MRGPRX3,-0.97,3.07
MRGPRX4,-0.79,3.38
MRI1,-1.25,3.63
MRLN,-3.51,4.05
MRM1,-0.61,3.37
MRM2,-0.8,3.5
MRM3,-0.62,3.55
MRNIP,-1.11,3.66
MRO,0.65,3.44
MROH1,-0.1,3.41
MROH2A,-0.69,3.21
MROH2B,-0.61,2.52
MROH5,-0.29,3.35
MROH6,-0.96,3.47
MROH7,-0.97,2.9
MROH8,-0.32,3.55
MROH9,-0.63,3.23
MRPL1,1.62,3.35
MRPL10,1.37,2.79
MRPL11,1.18,2.57
MRPL12,1.32,3.19
MRPL13,0.69,3.23
MRPL14,0.68,2.94
MRPL15,0.8,3.51
MRPL16,1.87,3.27
MRPL17,0.8,2.74
MRPL18,1.4,3.32
MRPL19,1.13,2.57
MRPL2,—,3.15
MRPL20,1.06,2.83
MRPL21,0.64,3.55
MRPL22,0.63,3.14
MRPL23,0.48,2.83
MRPL24,1.03,3.21
MRPL27,1.84,2.88
MRPL28,1.43,3.12
MRPL3,-0.78,3.21
MRPL30,1.21,3.32
MRPL32,-0.42,2.95
MRPL33,0.59,3.49
MRPL34,0.26,3.56
MRPL35,0.66,2.9
MRPL36,0.05,3.39
MRPL37,0.69,3.2
MRPL38,0.35,2.7
MRPL39,1.42,2.88
MRPL4,0.28,3.18
MRPL40,-0.23,3.32
MRPL41,-0.45,3.57
MRPL42,2.03,2.22
MRPL43,-0.21,2.99
MRPL44,0.35,3.07
MRPL45,0.14,2.99
MRPL46,-1.07,3.12
MRPL47,-0.5,2.97
MRPL48,-0.35,2.98
MRPL49,0.04,2.85
MRPL50,-0.58,3.2
MRPL51,-2,3.19
MRPL52,0.37,3.11
MRPL53,-0.98,3.03
MRPL54,—,2.98
MRPL55,-0.22,3.56
MRPL57,0.25,3.53
MRPL58,-2.11,3.05
MRPL9,0.67,2.95
MRPS10,0.99,3.11
MRPS11,2.65,2.9
MRPS12,1.11,3.56
MRPS14,0.65,2.73
MRPS15,1.69,2.82
MRPS16,4.15,—
MRPS17,0.61,1.93
MRPS18A,0.31,3.62
MRPS18B,-0.99,3.73
MRPS18C,2.23,0.64
MRPS2,-0.18,3.7
MRPS21,1.38,1.81
MRPS22,-0.02,3.21
MRPS23,0.8,2.77
MRPS24,0.8,1.74
MRPS25,-1.32,2.56
MRPS26,—,1.07
MRPS27,-2.87,1.03
MRPS28,-0.04,2.49
MRPS30,-1.26,3.92
MRPS31,1.49,3.21
MRPS33,1.59,2.48
MRPS34,-0.67,1.93
MRPS35,-2.33,1.85
MRPS36,-2.09,1.78
MRPS5,0.7,3.38
MRPS6,0.31,3.05
MRPS7,0.82,3.3
MRPS9,-1.34,4.16
MRRF,1.82,0.58
MRS2,0.6,3.36
MRTFA,-1.6,3.98
MRTFB,-0.39,2.95
MRTO4,-2.11,3.65
MS4A1,0.99,1.83
MS4A10,0.42,1.95
MS4A12,0.99,0.4
MS4A13,-2.95,2.16
MS4A14,0.54,2.09
MS4A15,-0.61,2.39
MS4A18,-0.36,3.06
MS4A2,-0.64,2.95
MS4A3,2.24,1.59
MS4A4A,0.82,1.73
MS4A4E,-2.35,3.25
MS4A5,—,3.02
MS4A6A,0.1,3.24
MS4A6E,3.38,1.14
MS4A7,5.05,1.75
MS4A8,0.9,3.59
MSANTD1,0.26,1.52
MSANTD2,0.43,2.34
MSANTD3,-0.62,3.55
MSANTD4,-1.81,3.47
MSC,-2.03,4.34
MSGN1,1.07,2.55
MSH2,1.22,2.68
MSH3,-0.82,3
MSH4,-0.35,2.78
MSH5,-0.11,2.78
MSH6,0.11,3.04
MSI1,-0.5,3.11
MSI2,0.24,3.09
MSL1,—,0.44
MSL2,-1.45,2.86
MSL3,1.4,3.48
MSL3P1,-0.64,3.24
MSLN,-0.01,3.25
MSLNL,-0.08,2.92
MSMB,-0.16,3.16
MSMO1,-2.37,3.07
MSMP,0.85,3.25
MSN,1.69,2.93
MSR1,-2.04,3.62
MSRA,-1.6,3.53
MSRB1,-2.35,3.52
MSRB2,-2.17,3.59
MSRB3,-3.14,3.61
MSS51,0.14,3.62
MST1,0.08,2.61
MST1L,-0.89,3.57
MST1R,-0.22,2.68
MSTN,0.71,3.02
MSTO1,1.99,2.63
MSX1,1.26,3.42
MSX2,1.02,2.96
MT1A,0.98,3.2
MT1E,0.54,2.98
MT1F,-1.24,—
MT1G,1.06,1.31
MT1H,-0.37,2.36
MT1HL1,-1.2,3.94
MT1L,0.08,0.46
MT1M,2.27,—
MT1X,-3.34,3.74
MT2A,-3.09,3.99
MT3,-3.3,3.9
MT4,-3.46,4.06
MTA1,-3.18,4.06
MTA2,-3.16,4.04
MTA3,-1.95,3.97
MTAP,-3.88,4.03
MTARC1,-0.73,3.12
MTARC2,1.9,—
MTBP,-2.89,4.08
MTCH1,-1.93,4.01
MTCH2,-3.8,4.09
MTCL1,0.65,2.96
MTCP1,0.35,0.6
MTDH,-1,3.55
MTERF1,-2.24,3.29
MTERF2,-2.87,3.47
MTERF3,-0.21,2.86
MTERF4,-0.2,2.88
MTF1,0.28,3.26
MTF2,-0.17,3.18
MTFMT,-0.5,3.07
MTFP1,-1.16,3.54
MTFR1,-0.16,3.06
MTFR1L,-1.06,3.64
MTFR2,0.61,2.63
MTG1,-1.03,3.07
MTG2,-1.03,2.45
MTHFD1,2.08,3.09
MTHFD1L,0.15,2.74
MTHFD2,-0.96,3.53
MTHFD2L,-0.92,3.39
MTHFR,0.11,3.47
MTHFS,0.32,3.65
MTHFSD,1.37,1.46
MTIF2,1.12,1.17
MTIF3,1.74,1.05
MTLN,0.71,3.18
MTM1,0.96,—
MTMR1,-0.03,3.06
MTMR10,1.81,2.47
MTMR11,-0.4,3.19
MTMR12,-0.04,2.79
MTMR14,-0.74,2.21
MTMR2,3.41,1.43
MTMR3,-0.14,3.14
MTMR4,0.95,3.12
MTMR6,1.37,3.01
MTMR7,0.23,2.95
MTMR8,0.65,3.11
MTMR9,—,3.33
MTNR1A,-0.09,3.44
MTNR1B,-1.7,3.45
MTO1,-0.02,4.01
MTOR,-2.35,2.67
MTPAP,1.54,3.34
MTPN,-3.62,3.76
MTR,1.3,2.46
MTREX,1.17,1.96
MTRF1,1.48,1.89
MTRF1L,-1.53,3.01
MTRNR2L1,-0.14,4.07
MTRNR2L10,0.88,3.46
MTRNR2L11,0.52,3.9
MTRNR2L12,-0.95,3.67
MTRNR2L13,-0.12,3.23
MTRNR2L2,0.59,3.57
MTRNR2L3,0.57,3.65
MTRNR2L4,1,3.38
MTRNR2L5,0.32,3.52
MTRNR2L6,0.67,3.36
MTRNR2L7,-0.31,3.66
MTRNR2L8,-0.83,2.43
MTRNR2L9,-0.01,3.87
MTRR,-0.06,3.26
MTSS1,—,3.25
MTSS2,0.51,2.08
MTTP,-3.2,3.03
MTURN,-0.03,3.54
MTUS1,1.14,3.53
MTUS2,0.78,3.48
MTX1,0.71,3.52
MTX2,—,3.08
MTX3,1.29,2.97
MUC1,-3.42,4.02
MUC12,0.49,3.02
MUC13,-0.06,3.59
MUC15,1.62,1.8
MUC16,-3.14,3.94
MUC17,-2.17,3.93
MUC19,-2.17,3.86
MUC2,-0.16,3.05
MUC20,-3.42,4.01
MUC21,-2.92,3.92
MUC22,-3.49,3.96
MUC3A,0.53,2.76
MUC3B,2.32,0.44
MUC4,-1.24,4.04
MUC5AC,-1.86,4.02
MUC5B,-1.58,3.88
MUC6,-0.71,3.92
MUC7,-2.3,3.5
MUCL1,-0.54,3.52
MUCL3,-1.84,3.68
MUL1,-1.74,4.34
MUS81,-1.33,4.34
MUSK,-1.5,4.24
MUSTN1,-1.39,3.96
MUTYH,—,4.22
MVB12A,-0.61,3.63
MVB12B,-0.63,3.6
MVD,-1.19,4.23
MVK,-1.22,3.62
MVP,-0.73,3.52
MX1,3.18,—
MX2,-1.3,3.31
MXD1,-1.29,2.34
MXD3,-0.35,2.94
MXD4,0.31,2.67
MXI1,1.32,3.12
MXRA5,0.15,3.12
MXRA7,0.81,2.69
MXRA8,2.96,—
MYADM,1.2,2.82
MYADML2,-0.27,2.85
MYB,1.12,2.42
MYBBP1A,-1.16,1.84
MYBL1,1.42,2.97
MYBL2,-1.98,3.68
MYBPC1,-0.23,3.35
MYBPC2,0.27,3.28
MYBPC3,0.57,3.09
MYBPH,-2.45,3.8
MYBPHL,1.99,2.57
MYC,-3.24,3.96
MYCBP,2.08,2.77
MYCBP2,-0.25,3.32
MYCBPAP,-2.06,3.47
MYCL,1.13,0.38
MYCLP1,0.3,3.58
MYCN,-0.11,3.39
MYCNOS,1.95,1.17
MYCT1,-1.16,3.69
MYD88,-0.13,3.04
MYDGF,-0.24,3.04
MYEF2,1.73,2.32
MYEOV,0.81,2.66
MYF5,-2,3.54
MYF6,-1.39,3.47
MYG1,1.15,3.11
MYH1,-0.16,—
MYH10,-2.28,3.46
MYH11,-0.92,3.04
MYH13,-1.08,3.48
MYH14,0.11,3.5
MYH15,-1.38,3.49
MYH16,0.23,2.05
MYH2,0.69,2.04
MYH3,0.65,1.85
MYH4,0.7,3.12
MYH6,-0.65,2.63
MYH7,0.07,3.18
MYH7B,-1,3.3
MYH8,2.59,—
MYH9,-1.23,2.28
MYL1,-0.44,1.62
MYL10,-0.21,3.39
MYL12A,0.4,2.93
MYL12B,-1.72,3.52
MYL2,-0.17,2.82
MYL3,-0.1,1.14
MYL4,1.69,—
MYL5,0.95,—
MYL6,1.24,—
MYL6B,1.64,—
MYL7,0.24,3.39
MYL9,1.71,—
MYLIP,1.38,—
MYLK,-1.03,3.21
MYLK2,—,—
MYLK3,1.28,—
MYLK4,-0.85,3.29
MYLPF,3.98,0.93
MYMK,-0.97,2.99
MYMX,-1.63,3.26
MYNN,1.41,—
MYO10,—,—
MYO15A,0.16,—
MYO15B,1.63,3.38
MYO16,0.66,3.23
MYO18A,1.32,2.16
MYO18B,-0.78,2.37
MYO19,0.4,3.4
MYO1A,0.85,3.38
MYO1B,1.08,3.16
MYO1C,2.45,2.95
MYO1D,-0.11,2.5
MYO1E,0.43,3.44
MYO1F,-1.69,3.42
MYO1G,-3.15,3.34
MYO1H,2.17,3.16
MYO3A,-1.12,2.64
MYO3B,-0.64,3.01
MYO5A,-0.48,2.82
MYO5B,-1.17,3.1
MYO5C,-0.88,2.67
MYO6,-0.61,3.02
MYO7A,0.33,2.67
MYO7B,0.97,2.71
MYO9A,1.24,3.06
MYO9B,-1.95,3.29
MYOC,1.28,1.07
MYOCD,2.72,1.77
MYOD1,0.79,2.83
MYOF,1.36,2.66
MYOG,-0.51,2.96
MYOM1,-0.65,3.07
MYOM2,1.34,2.91
MYOM3,2.53,2.85
MYORG,-0.54,3.43
MYOT,-0.02,3.03
MYOZ1,-1.42,2.35
MYOZ2,0.3,1.41
MYOZ3,-0.32,3.02
MYPN,0.33,3.23
MYPOP,-0.15,3.76
MYRF,-0.94,3.12
MYRFL,1.75,2.84
MYRIP,-0.84,3.34
MYSM1,-1.05,3.28
MYT1,-0.37,3.89
MYT1L,-0.43,3.33
MYZAP,-0.28,3.33
MZB1,-0.39,3.22
MZF1,0.17,2.51
MZT1,-0.59,2.25
MZT2A,-0.13,3.25
MZT2B,-0.35,4.08
N4BP1,-2.74,4.02
N4BP2,—,4
N4BP2L1,-0.66,1.95
N4BP2L2,0.11,3.7
N4BP3,-1.37,4.03
N6AMT1,-0.13,3.58
NAA10,1.34,2.95
NAA11,1.22,3.31
NAA15,0.07,3.29
NAA16,-0.4,2.59
NAA20,1.88,2.69
NAA25,2.45,3.05
NAA30,0.14,3.49
NAA35,-0.84,2.79
NAA38,-2.55,3.98
NAA40,-1.63,3.1
NAA50,0.78,3.59
NAA60,0.89,3.59
NAA80,0.28,3.46
NAAA,-0.22,4.18
NAALAD2,0.3,3.75
NAALADL1,1.23,3.15
NAALADL2,0.91,3.4
NAB1,-0.49,3.84
NAB2,0.79,3.48
NABP1,0.73,3.5
NABP2,0.37,3.66
NACA,-0.57,3.49
NACA2,1.38,3.39
NACA4P,1.02,3.59
NACAD,1.2,3.57
NACC1,-0.46,3.7
NACC2,-0.4,3.57
NADK,1.36,2.76
NADK2,-0.22,3.2
NADSYN1,1,3.58
NAE1,0.85,2.47
NAF1,0.17,3.17
NAGA,2.33,3.38
NAGK,0.57,3.18
NAGLU,-1.1,2.55
NAGPA,2.15,0.28
NAGS,-0.92,3.7
NAIF1,—,2.84
NAIP,0.6,3.31
NALCN,2.77,-0.12
NAMPT,1.59,2.01
NANOG,2.1,2.72
NANOGNB,0.5,3.03
NANOGP1,1.45,2.49
NANOGP8,1.07,2
NANOS1,0.89,3.23
NANOS2,1.22,1.66
NANOS3,—,4.12
NANP,1.74,2.32
NANS,1.77,1.94
NAP1L1,1.71,1.94
NAP1L2,1.85,1.9
NAP1L3,1,3.26
NAP1L4,-0.54,3.39
NAP1L5,1.64,2.74
NAP1L6P,1.9,2.89
NAPA,1.11,1.67
NAPB,1.36,2.12
NAPEPLD,1.3,2.47
NAPG,0.6,2.5
NAPRT,0.49,3.49
NAPSA,0.76,2.77
NARF,-0.48,2.84
NARS1,-1.79,3.95
NARS2,0.51,2.69
NASP,1.08,2.56
NAT1,0.19,3.05
NAT10,-0.62,3.4
NAT14,1.09,1.84
NAT16,0.99,2.68
NAT2,3.41,3.25
NAT8,—,3.47
NAT8B,-0.23,3.01
NAT8L,0.53,2.51
NAT9,2.26,3.53
NATD1,—,3.66
NAV1,2.14,3.32
NAV2,1.95,3.78
NAV3,3.96,1.99
NAXD,-0.06,3.19
NAXE,—,0.97
NBAS,—,3.69
NBEA,2.02,3.61
NBEAL1,2.21,3.66
NBEAL2,2.29,3.48
NBEAP1,-0.74,3.33
NBL1,0.05,2.97
NBN,1.06,2.73
NBPF1,1,2.61
NBPF10,0.91,3.29
NBPF11,0.63,3.1
NBPF12,1.08,3.59
NBPF14,-3.59,3.67
NBPF15,—,2.88
NBPF19,1.58,2.5
NBPF20,0.63,3.71
NBPF26,-0.37,3.93
NBPF3,0.81,2.24
NBPF4,—,2.68
NBPF5P,—,1.93
NBPF6,0.38,2.6
NBPF7,1.05,2.84
NBPF8,-0.12,3.02
NBPF9,1.02,3.27
NBR1,-0.05,3.72
NCALD,0.21,3.77
NCAM1,0.5,3.45
NCAM2,0.4,3.45
NCAN,0.53,3.5
NCAPD2,0.25,3.26
NCAPD3,-0.56,3.13
NCAPG,-1.2,3.48
NCAPG2,-0.22,3.53
NCAPH,-0.87,3.31
NCAPH2,-0.21,3.67
NCBP1,0.14,3.59
NCBP2,0.88,3.58
NCBP2AS2,-0.02,3.74
NCBP2L,—,3.7
NCBP3,0.73,3.74
NCCRP1,0.42,2.13
NCDN,0.68,3.66
NCEH1,—,3.47
NCF1,0.76,3.84
NCF1B,0.09,4.06
NCF1C,-0.55,4.02
NCF2,0.68,3.86
NCF4,0.73,3.37
NCK1,0.05,3.77
NCK2,0.85,1.06
NCKAP1,0.43,3.51
NCKAP1L,2.32,2.74
NCKAP5,0.7,3.56
NCKAP5L,1.07,3.62
NCKIPSD,0.16,2.49
NCL,-1.8,3.91
NCLN,-0.78,3.58
NCMAP,1.01,3.39
NCOA1,0.99,3.48
NCOA2,0.31,3.5
NCOA3,1.28,2.56
NCOA4,1.16,3.07
NCOA5,—,3.79
NCOA6,4.04,2.4
NCOA7,3.43,2.46
NCOR1,0.03,3.57
NCOR1P1,—,—
NCOR2,1.79,2.97
NCR1,2.87,2.21
NCR2,2.28,2.99
NCR3,-0.26,2.87
NCR3LG1,1.54,2.86
NCS1,2.69,1.77
NCSTN,-0.78,3.19
NDC1,-0.25,1.32
NDC80,0.03,2.92
NDE1,0.08,2.84
NDEL1,2.21,2.24
NDFIP1,1.8,2.44
NDFIP2,2.12,2.71
NDN,-2.52,3.26
NDNF,0.66,2.99
NDOR1,-0.09,3.61
NDP,1.27,2.95
NDRG1,0.48,2.02
NDRG2,-1.65,3.36
NDRG3,-0.98,2.63
NDRG4,-1,3.51
NDST1,1.36,2.27
NDST2,0.56,2.16
NDST3,-1.54,4.22
NDST4,-1.91,4.22
NDUFA1,-1.71,4.24
NDUFA10,-2.05,2.58
NDUFA11,-1.16,3.33
NDUFA12,-0.1,2.84
NDUFA13,-0.25,3.63
NDUFA2,1.66,2.98
NDUFA3,0.48,3.08
NDUFA4,0.85,3.12
NDUFA4L2,3.38,3.16
NDUFA5,2.62,2.79
NDUFA6,0.9,3.03
NDUFA7,-0.14,3.27
NDUFA8,—,2.84
NDUFA9,1.74,1.41
NDUFAB1,1.49,3.22
NDUFAF1,-0.73,2.9
NDUFAF2,-0.74,3.53
NDUFAF3,-0.91,3.43
NDUFAF4,-0.85,3.63
NDUFAF5,-1.04,3.92
NDUFAF6,-0.62,3.59
NDUFAF7,-0.79,3.61
NDUFAF8,-0.9,3.69
NDUFB1,1.29,2.25
